,name,artists,uri,id,playlist_uris,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
spotify:track:5ZlfX4evbtQtONINsLADDR,Little Things,Big Thief,spotify:track:5ZlfX4evbtQtONINsLADDR,5ZlfX4evbtQtONINsLADDR,['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww'],0.34,0.924,1.0,-5.077,1.0,0.0347,0.256,0.925,0.248,0.736,96.104,344823.0,4.0
spotify:track:2ltjgZUx2DgxdYGxuyhNAd,Palm Beach,Vicente Garcia,spotify:track:2ltjgZUx2DgxdYGxuyhNAd,2ltjgZUx2DgxdYGxuyhNAd,"['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww', 'spotify:playlist:2QDNfypNEmQIobqCbhsuA0', 'spotify:playlist:5SEjaoFTj2LTfsHAv9idzG']",0.848,0.541,4.0,-9.305,1.0,0.0668,0.493,0.0,0.111,0.768,109.909,184907.0,4.0
spotify:track:2FwDApgXk91kXvqy2oB7dz,Simulation Swarm,Big Thief,spotify:track:2FwDApgXk91kXvqy2oB7dz,2FwDApgXk91kXvqy2oB7dz,"['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww', 'spotify:playlist:3lEs8vpSTb1Wc5IAAO4ZY3']",0.703,0.578,1.0,-9.103,1.0,0.0728,0.446,0.0024,0.102,0.67,105.204,252734.0,4.0
spotify:track:3HFBqhotJeEKHJzMEW31jZ,Change,Big Thief,spotify:track:3HFBqhotJeEKHJzMEW31jZ,3HFBqhotJeEKHJzMEW31jZ,['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww'],0.633,0.161,10.0,-12.892,1.0,0.0613,0.83,9.9e-05,0.263,0.546,132.57,295454.0,4.0
spotify:track:4PwWESSlTwzvw9B7bmtTLS,anything,Adrianne Lenker,spotify:track:4PwWESSlTwzvw9B7bmtTLS,4PwWESSlTwzvw9B7bmtTLS,"['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww', 'spotify:playlist:3lEs8vpSTb1Wc5IAAO4ZY3']",0.388,0.291,3.0,-12.952,1.0,0.0421,0.774,1.93e-05,0.0874,0.51,83.943,202047.0,4.0
spotify:track:11hEwcy9LMEvzAlOYAFhkK,"not a lot, just forever",Adrianne Lenker,spotify:track:11hEwcy9LMEvzAlOYAFhkK,11hEwcy9LMEvzAlOYAFhkK,"['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww', 'spotify:playlist:3lEs8vpSTb1Wc5IAAO4ZY3', 'spotify:playlist:1KUfjzRZrTJCHepmAbIgUD']",0.354,0.269,1.0,-13.242,1.0,0.0297,0.885,0.00035,0.0872,0.304,91.608,250198.0,4.0
spotify:track:0SuG9kyzGRpDqrCWtgD6Lq,Give Me Love,Ed Sheeran,spotify:track:0SuG9kyzGRpDqrCWtgD6Lq,0SuG9kyzGRpDqrCWtgD6Lq,['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww'],0.526,0.328,1.0,-9.864,1.0,0.0461,0.694,0.0,0.112,0.11,116.068,526387.0,4.0
spotify:track:1U6JWvRennx9ej9KJOYwDm,Una Lluna a l'Aigua,Txarango,spotify:track:1U6JWvRennx9ej9KJOYwDm,1U6JWvRennx9ej9KJOYwDm,"['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww', 'spotify:playlist:4t64Ah1H7zemnlN017eg60', 'spotify:playlist:3edg5bJesqA8iSitSomqjQ', 'spotify:playlist:5BZGBH5OsRBqchc6DFotUo', 'spotify:playlist:6SSzHD2rtSuU5iVAYmDRJ9', 'spotify:playlist:1p65SKpXlPpxaNc0v8pJl6', 'spotify:playlist:3otMmOlDRCXSFOy8RzLYkl']",0.711,0.833,0.0,-8.268,1.0,0.0965,0.113,0.0,0.349,0.83,100.07,217299.0,4.0
spotify:track:6SznMYPQJHzr3IwsAHLId2,Bibia Be Ye Ye,Ed Sheeran,spotify:track:6SznMYPQJHzr3IwsAHLId2,6SznMYPQJHzr3IwsAHLId2,"['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww', 'spotify:playlist:7hzMyOxPNDETExo1nkbC6X', 'spotify:playlist:1p65SKpXlPpxaNc0v8pJl6', 'spotify:playlist:3otMmOlDRCXSFOy8RzLYkl']",0.738,0.677,7.0,-5.121,1.0,0.0824,0.52,0.0,0.133,0.882,127.067,176747.0,4.0
spotify:track:23S3MJgIcgTd2QRj9enpx8,Tioga Pass (feat. Rocco Palladino),"Yussef Dayes, Rocco Palladino",spotify:track:23S3MJgIcgTd2QRj9enpx8,23S3MJgIcgTd2QRj9enpx8,"['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww', 'spotify:playlist:09jDOq978vmk1wgWcMolEw']",0.515,0.576,4.0,-9.865,0.0,0.0498,0.141,0.885,0.0775,0.316,91.086,476360.0,4.0
spotify:track:7qGAPavRijMOtbm7EzCaUq,Julie Mangos,"Tom Misch, Yussef Dayes",spotify:track:7qGAPavRijMOtbm7EzCaUq,7qGAPavRijMOtbm7EzCaUq,"['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww', 'spotify:playlist:0DPaePdY8Jeoyz4SDZNgRB', 'spotify:playlist:04bXjWSM5WsmiV3zoxKQVe', 'spotify:playlist:3mcwisUlvCHu1jm4puE47K']",0.45,0.528,0.0,-11.269,1.0,0.0811,0.232,0.0901,0.155,0.461,92.88,197099.0,4.0
spotify:track:28wERzXJWMb4Qx1bf9EXyW,The Real,"Tom Misch, Yussef Dayes",spotify:track:28wERzXJWMb4Qx1bf9EXyW,28wERzXJWMb4Qx1bf9EXyW,"['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww', 'spotify:playlist:0DPaePdY8Jeoyz4SDZNgRB']",0.51,0.456,2.0,-12.643,1.0,0.0485,0.282,0.0979,0.164,0.283,96.279,161895.0,4.0
spotify:track:2joEpsXflccZD0ZwKEdz5m,Sugar,Men I Trust,spotify:track:2joEpsXflccZD0ZwKEdz5m,2joEpsXflccZD0ZwKEdz5m,"['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww', 'spotify:playlist:0DPaePdY8Jeoyz4SDZNgRB', 'spotify:playlist:09jDOq978vmk1wgWcMolEw', 'spotify:playlist:7idh5TLAZ6BpREIEUmJPij']",0.823,0.461,9.0,-12.75,0.0,0.0366,0.647,0.327,0.14,0.798,114.026,176316.0,4.0
spotify:track:5z0Wa1EiCoaUafx83WszRY,That Life,Unknown Mortal Orchestra,spotify:track:5z0Wa1EiCoaUafx83WszRY,5z0Wa1EiCoaUafx83WszRY,['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww'],0.926,0.628,3.0,-5.246,1.0,0.047,0.069,0.00467,0.102,0.929,123.326,215867.0,4.0
spotify:track:6BKJgPiy3tYKnW7bIWiDej,Aguacate,Giorgio Siladi,spotify:track:6BKJgPiy3tYKnW7bIWiDej,6BKJgPiy3tYKnW7bIWiDej,"['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww', 'spotify:playlist:5LQGwzzqvqxrCkWiU4xziu', 'spotify:playlist:5YCXh657a8jnyQ2Hr3Yoh3', 'spotify:playlist:3lEs8vpSTb1Wc5IAAO4ZY3', 'spotify:playlist:2QDNfypNEmQIobqCbhsuA0', 'spotify:playlist:1XdfYt6t78yMFDhkjkTdjU']",0.894,0.523,8.0,-6.747,0.0,0.1,0.437,1.35e-05,0.405,0.854,125.987,207314.0,4.0
spotify:track:5ww2BF9slyYgNOk37BlC4u,La Bachata,Manuel Turizo,spotify:track:5ww2BF9slyYgNOk37BlC4u,5ww2BF9slyYgNOk37BlC4u,"['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww', 'spotify:playlist:5LQGwzzqvqxrCkWiU4xziu', 'spotify:playlist:1XdfYt6t78yMFDhkjkTdjU', 'spotify:playlist:7hzMyOxPNDETExo1nkbC6X', 'spotify:playlist:7hzMyOxPNDETExo1nkbC6X', 'spotify:playlist:7hzMyOxPNDETExo1nkbC6X']",0.835,0.679,7.0,-5.329,0.0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,162638.0,4.0
spotify:track:1RYuxP3H45CoeYZAYWDtBf,Dividimos (Bachata Version),"Nio Garcia, Flow La Movie",spotify:track:1RYuxP3H45CoeYZAYWDtBf,1RYuxP3H45CoeYZAYWDtBf,"['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww', 'spotify:playlist:5LQGwzzqvqxrCkWiU4xziu', 'spotify:playlist:3lEs8vpSTb1Wc5IAAO4ZY3', 'spotify:playlist:1XdfYt6t78yMFDhkjkTdjU']",0.78,0.698,7.0,-5.836,0.0,0.0447,0.0504,0.0,0.0915,0.822,148.144,280917.0,4.0
spotify:track:3fk5fBFB27GbWGATdBpOgr,Carmesí,Vicente Garcia,spotify:track:3fk5fBFB27GbWGATdBpOgr,3fk5fBFB27GbWGATdBpOgr,"['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww', 'spotify:playlist:5LQGwzzqvqxrCkWiU4xziu', 'spotify:playlist:09jDOq978vmk1wgWcMolEw', 'spotify:playlist:2QDNfypNEmQIobqCbhsuA0', 'spotify:playlist:1XdfYt6t78yMFDhkjkTdjU', 'spotify:playlist:5SEjaoFTj2LTfsHAv9idzG']",0.809,0.508,1.0,-9.182,1.0,0.0328,0.654,0.000224,0.105,0.732,121.968,181467.0,4.0
spotify:track:2oXDusRWbeqdiX6kM2Xpz3,Río Ancho,Paco de Lucía,spotify:track:2oXDusRWbeqdiX6kM2Xpz3,2oXDusRWbeqdiX6kM2Xpz3,"['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww', 'spotify:playlist:0DPaePdY8Jeoyz4SDZNgRB', 'spotify:playlist:09jDOq978vmk1wgWcMolEw', 'spotify:playlist:6B4W3BpCMoGh3UmATrsYuE', 'spotify:playlist:7hzMyOxPNDETExo1nkbC6X']",0.468,0.542,7.0,-12.597,1.0,0.0338,0.772,0.86,0.0708,0.929,106.913,269960.0,4.0
spotify:track:4h3vsnvYj3dudiGkq7gDwB,Generation,"Damon Jee, Darlyn Vlys, Vincent Brasse",spotify:track:4h3vsnvYj3dudiGkq7gDwB,4h3vsnvYj3dudiGkq7gDwB,"['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww', 'spotify:playlist:3eH3lljVfOtTtyo3gdyPmN', 'spotify:playlist:5AwAZGSHKHQuZH98K1U7de', 'spotify:playlist:62U2o4q77ywaQnE63vBCM9']",0.761,0.431,2.0,-7.107,1.0,0.0408,0.000347,0.388,0.037,0.142,124.01,390484.0,4.0
spotify:track:3850dYVgOFIXJh5U4BFEWH,Hung Up,Madonna,spotify:track:3850dYVgOFIXJh5U4BFEWH,3850dYVgOFIXJh5U4BFEWH,"['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww', 'spotify:playlist:3eH3lljVfOtTtyo3gdyPmN', 'spotify:playlist:3z1hMUl3VqmOEgRJV0MKWb']",0.649,0.647,9.0,-7.695,0.0,0.0452,0.0039,0.161,0.0686,0.405,125.02,337733.0,4.0
spotify:track:69Pap5FYmiRAdUc9o6ScwV,Contamíname - Remasterizado,Pedro Guerra,spotify:track:69Pap5FYmiRAdUc9o6ScwV,69Pap5FYmiRAdUc9o6ScwV,['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww'],0.524,0.723,9.0,-8.415,1.0,0.0684,0.815,0.0,0.699,0.862,169.846,224932.0,4.0
spotify:track:33dw9ePKar5xFUrTIKUh6G,1979,The Contortionist,spotify:track:33dw9ePKar5xFUrTIKUh6G,33dw9ePKar5xFUrTIKUh6G,"['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww', 'spotify:playlist:493ZLaQ1tTUhK7GsIPuYfC']",0.665,0.71,8.0,-9.125,1.0,0.0316,0.0314,0.0957,0.346,0.719,127.021,269478.0,4.0
spotify:track:5HtnfNpC6FoeKIswjbML92,我們一起離開吧,my little airport,spotify:track:5HtnfNpC6FoeKIswjbML92,5HtnfNpC6FoeKIswjbML92,['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww'],0.272,0.486,7.0,-9.742,1.0,0.0334,0.117,0.563,0.0873,0.725,210.106,158264.0,3.0
spotify:track:1G9KctNOyAM8wMkCFhR3EZ,寶貝(In The Night),Deserts Chang,spotify:track:1G9KctNOyAM8wMkCFhR3EZ,1G9KctNOyAM8wMkCFhR3EZ,['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww'],0.755,0.274,0.0,-12.403,1.0,0.034,0.848,1.57e-06,0.131,0.535,110.064,161173.0,4.0
spotify:track:2AwYywTNbeiWqQcLqt8UwP,你要的愛,Penny Tai,spotify:track:2AwYywTNbeiWqQcLqt8UwP,2AwYywTNbeiWqQcLqt8UwP,['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww'],0.328,0.32,5.0,-10.292,1.0,0.0378,0.303,0.0,0.259,0.2,147.99,242440.0,4.0
spotify:track:622fSIVOm6SPcLPNOoYeJn,Tides,"Bonobo, Jamila Woods",spotify:track:622fSIVOm6SPcLPNOoYeJn,622fSIVOm6SPcLPNOoYeJn,"['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww', 'spotify:playlist:0DPaePdY8Jeoyz4SDZNgRB']",0.6,0.314,4.0,-9.109,0.0,0.0351,0.791,0.419,0.0681,0.201,126.948,226147.0,4.0
spotify:track:5SWfqINCAFg3N4x9bcegYf,Sunshower,Dr. Buzzard's Original Savannah Band,spotify:track:5SWfqINCAFg3N4x9bcegYf,5SWfqINCAFg3N4x9bcegYf,['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww'],0.564,0.342,8.0,-19.713,0.0,0.0453,0.0246,0.0,0.067,0.519,117.834,245573.0,4.0
spotify:track:24ZA5a59iToToWe7pPT0A7,Raisins Under the Sun (feat. Shabaka Hutchings),"Yussef Dayes, Shabaka",spotify:track:24ZA5a59iToToWe7pPT0A7,24ZA5a59iToToWe7pPT0A7,"['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww', 'spotify:playlist:0DPaePdY8Jeoyz4SDZNgRB']",0.511,0.538,0.0,-12.96,0.0,0.052,0.808,0.88,0.119,0.564,103.291,271827.0,4.0
spotify:track:7o9FUaPEWBuC2MlDJ6d4aQ,كوتوكوتو,Cheb,spotify:track:7o9FUaPEWBuC2MlDJ6d4aQ,7o9FUaPEWBuC2MlDJ6d4aQ,"['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww', 'spotify:playlist:0DPaePdY8Jeoyz4SDZNgRB', 'spotify:playlist:79zKyLuFhfvUxx0w1z5mmE']",0.878,0.537,5.0,-13.351,1.0,0.052,0.809,0.00209,0.0871,0.97,101.968,250588.0,3.0
spotify:track:6hExIAwcakp9SL4CYF2ukk,طاجين الحوت,Cheb,spotify:track:6hExIAwcakp9SL4CYF2ukk,6hExIAwcakp9SL4CYF2ukk,"['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww', 'spotify:playlist:0DPaePdY8Jeoyz4SDZNgRB']",0.284,0.727,9.0,-12.337,0.0,0.0644,0.269,0.000611,0.0892,0.712,86.475,235182.0,4.0
spotify:track:4zP7ADsgJgHGY6VzxbNp1z,Year 3000,Jonas Brothers,spotify:track:4zP7ADsgJgHGY6VzxbNp1z,4zP7ADsgJgHGY6VzxbNp1z,"['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww', 'spotify:playlist:7hzMyOxPNDETExo1nkbC6X']",0.659,0.857,11.0,-5.85,1.0,0.0437,0.0045,1.93e-06,0.335,0.798,106.965,201960.0,4.0
spotify:track:7qinTCyYqGLDXDVwP1VrmK,I'm Thinking About Your Body,Us3,spotify:track:7qinTCyYqGLDXDVwP1VrmK,7qinTCyYqGLDXDVwP1VrmK,['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww'],0.669,0.669,5.0,-8.231,0.0,0.0321,0.343,0.199,0.245,0.418,96.56,324467.0,4.0
spotify:track:79rDSeSX1tm97qaYDmPSnD,Pegasus (ft. Phoebe Bridgers),"Arlo Parks, Phoebe Bridgers",spotify:track:79rDSeSX1tm97qaYDmPSnD,79rDSeSX1tm97qaYDmPSnD,['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww'],0.706,0.547,10.0,-9.013,1.0,0.0321,0.808,1.02e-05,0.073,0.0837,107.963,186836.0,4.0
spotify:track:6eRmG7DPom2FfRNAoCmjqb,Deseándote,Frankie Ruiz,spotify:track:6eRmG7DPom2FfRNAoCmjqb,6eRmG7DPom2FfRNAoCmjqb,"['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww', 'spotify:playlist:0a0jSbuSv07r3BpIhm01ZS', 'spotify:playlist:7acr7y3k8n8KJyZf6viSVy']",0.591,0.837,5.0,-4.534,0.0,0.0486,0.495,0.0,0.179,0.928,95.521,281187.0,4.0
spotify:track:36GE2w5A42AgFuuGjj6upU,Pon di Plaza,"Yussef Dayes, Chronixx",spotify:track:36GE2w5A42AgFuuGjj6upU,36GE2w5A42AgFuuGjj6upU,"['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww', 'spotify:playlist:0DPaePdY8Jeoyz4SDZNgRB']",0.764,0.539,4.0,-8.448,1.0,0.0978,0.649,0.00515,0.109,0.336,100.09,229587.0,4.0
spotify:track:4das7B7F5UKxSpWTyAzlon,Who's Got You Singing Again,PREP,spotify:track:4das7B7F5UKxSpWTyAzlon,4das7B7F5UKxSpWTyAzlon,['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww'],0.83,0.501,0.0,-6.223,1.0,0.0308,0.532,0.00131,0.0985,0.481,117.995,264204.0,4.0
spotify:track:5ktCZMdlQ5jf1o6vqKFSso,Dogtown,Kamaal Williams,spotify:track:5ktCZMdlQ5jf1o6vqKFSso,5ktCZMdlQ5jf1o6vqKFSso,['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww'],0.333,0.779,1.0,-13.412,0.0,0.0565,0.0866,0.872,0.09,0.632,124.771,390000.0,4.0
spotify:track:36KzChdV4wKByD8Dfn2c10,スポーツマン (2019 Remastering),Haruomi Hosono,spotify:track:36KzChdV4wKByD8Dfn2c10,36KzChdV4wKByD8Dfn2c10,"['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww', 'spotify:playlist:7If6Dfy8OsyQAKPJfPPgNZ', 'spotify:playlist:6W3VIcJnnJlDC9t5VPiQvM', 'spotify:playlist:1W46iW6D4n1b1bSKEZr2JN']",0.81,0.842,2.0,-4.306,1.0,0.0518,0.0607,0.0,0.0596,0.82,108.865,245960.0,4.0
spotify:track:5dKbBcI2e00r54ICoPvjO5,FROM ME TO YOU,Hiroshi Sato,spotify:track:5dKbBcI2e00r54ICoPvjO5,5dKbBcI2e00r54ICoPvjO5,"['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww', 'spotify:playlist:7If6Dfy8OsyQAKPJfPPgNZ', 'spotify:playlist:6W3VIcJnnJlDC9t5VPiQvM', 'spotify:playlist:1W46iW6D4n1b1bSKEZr2JN']",0.841,0.801,10.0,-8.533,1.0,0.0622,0.129,0.00154,0.0537,0.962,105.071,228600.0,4.0
spotify:track:4M6ywvPu0K14mUPJ6qnTjK,What Not To Do - Moodymann Remix,"Róisín Murphy, Moodymann",spotify:track:4M6ywvPu0K14mUPJ6qnTjK,4M6ywvPu0K14mUPJ6qnTjK,['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww'],0.635,0.45,11.0,-11.167,0.0,0.0909,0.354,0.0092,0.204,0.517,176.016,316000.0,4.0
spotify:track:3L5JCkhuFHTJfq3ItzKg3H,Mi Sueño,"Esteban Copete y su Kinteto Pacifico, Vicente Garcia",spotify:track:3L5JCkhuFHTJfq3ItzKg3H,3L5JCkhuFHTJfq3ItzKg3H,['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww'],0.513,0.538,9.0,-7.704,0.0,0.0336,0.435,0.0,0.125,0.746,169.997,215458.0,4.0
spotify:track:0M2hckQzSt0AZFytuTC2Hp,That Life,Unknown Mortal Orchestra,spotify:track:0M2hckQzSt0AZFytuTC2Hp,0M2hckQzSt0AZFytuTC2Hp,['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww'],0.926,0.63,3.0,-5.245,1.0,0.0475,0.0724,0.00618,0.107,0.928,123.334,215867.0,4.0
spotify:track:78BHW3aMoR2UrF1Pg1W0oc,Concentrate,Jonah Yano,spotify:track:78BHW3aMoR2UrF1Pg1W0oc,78BHW3aMoR2UrF1Pg1W0oc,['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww'],0.353,0.47,8.0,-8.543,1.0,0.0326,0.607,0.192,0.131,0.348,131.763,281833.0,4.0
spotify:track:6j9BoWu8ows9OtIeSePZ9K,駱駝,my little airport,spotify:track:6j9BoWu8ows9OtIeSePZ9K,6j9BoWu8ows9OtIeSePZ9K,['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww'],0.48,0.55,0.0,-10.133,1.0,0.0305,0.33,0.508,0.219,0.833,129.018,246088.0,4.0
spotify:track:1HbQHiNOrQY69QstTUbuTm,還是會寂寞 - 滾石40 滾石撞樂隊 40團拚經典 (原唱:陳綺貞),美秀集團,spotify:track:1HbQHiNOrQY69QstTUbuTm,1HbQHiNOrQY69QstTUbuTm,['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww'],0.533,0.659,11.0,-7.766,1.0,0.0584,0.0813,0.000752,0.319,0.573,90.007,245333.0,4.0
spotify:track:6ATlLN9OAiHqiwOPKuD7DT,還是會寂寞,Cheer Chen,spotify:track:6ATlLN9OAiHqiwOPKuD7DT,6ATlLN9OAiHqiwOPKuD7DT,['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww'],0.629,0.528,6.0,-7.698,1.0,0.0347,0.8,0.000656,0.122,0.483,149.909,272293.0,4.0
spotify:track:3PJMsxg6rz9FOo6xNiASXz,Goodbye Pork Pie Hat,Charles Mingus,spotify:track:3PJMsxg6rz9FOo6xNiASXz,3PJMsxg6rz9FOo6xNiASXz,['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww'],0.356,0.0937,8.0,-16.64,0.0,0.0353,0.957,0.096,0.209,0.278,86.669,342373.0,3.0
spotify:track:4XBN0BNKaePeANSEcrs8vw,Lucky Man,Courtney John,spotify:track:4XBN0BNKaePeANSEcrs8vw,4XBN0BNKaePeANSEcrs8vw,['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww'],0.797,0.497,7.0,-4.618,1.0,0.0812,0.467,2.03e-06,0.133,0.619,89.697,194293.0,4.0
spotify:track:77zOWoT6fQslx1g7uykK90,野生動物,Jia Jia,spotify:track:77zOWoT6fQslx1g7uykK90,77zOWoT6fQslx1g7uykK90,['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww'],0.755,0.67,6.0,-7.541,0.0,0.0459,0.44,4.22e-05,0.121,0.809,99.008,277029.0,4.0
spotify:track:0f3sQD3dmibKMOLRLtJMGp,Myself When I Am Real,Charles Mingus,spotify:track:0f3sQD3dmibKMOLRLtJMGp,0f3sQD3dmibKMOLRLtJMGp,['spotify:playlist:1w7Ov7WTgX1YNQlbMhaQww'],0.315,0.186,10.0,-17.208,0.0,0.0409,0.991,0.898,0.0778,0.0954,81.422,455760.0,4.0
spotify:track:5KIPRpSJQ0lC8gkp7zsUAC,Maxxi,Klaus Schulze,spotify:track:5KIPRpSJQ0lC8gkp7zsUAC,5KIPRpSJQ0lC8gkp7zsUAC,"['spotify:playlist:7If6Dfy8OsyQAKPJfPPgNZ', 'spotify:playlist:4s6SkLQTNYqRb0TYk5Cs6Y', 'spotify:playlist:3lEs8vpSTb1Wc5IAAO4ZY3', 'spotify:playlist:0BAssw398217YM7dBHmMNY', 'spotify:playlist:7hzMyOxPNDETExo1nkbC6X', 'spotify:playlist:7hzMyOxPNDETExo1nkbC6X']",0.601,0.535,5.0,-16.622,1.0,0.0341,0.00269,0.838,0.292,0.836,122.115,470040.0,4.0
spotify:track:0B1oQI5gSDVLs0HuzufEKy,Ella,"Theus Mago, Doog",spotify:track:0B1oQI5gSDVLs0HuzufEKy,0B1oQI5gSDVLs0HuzufEKy,"['spotify:playlist:7If6Dfy8OsyQAKPJfPPgNZ', 'spotify:playlist:3eH3lljVfOtTtyo3gdyPmN']",0.702,0.531,9.0,-9.601,1.0,0.0436,0.00776,0.733,0.0831,0.798,121.998,363746.0,4.0
spotify:track:6ZWt8XAvZzCfJhp2bycEtf,Take Control - Simple Symmetry Remix,"Zombies In Miami, Simple Symmetry",spotify:track:6ZWt8XAvZzCfJhp2bycEtf,6ZWt8XAvZzCfJhp2bycEtf,['spotify:playlist:7If6Dfy8OsyQAKPJfPPgNZ'],0.587,0.749,9.0,-7.508,1.0,0.0292,0.000501,0.788,0.116,0.474,118.976,367299.0,4.0
spotify:track:1Uj7gF50zr1MZxRIavb0dq,Sun of Lemuria,Rigopolar,spotify:track:1Uj7gF50zr1MZxRIavb0dq,1Uj7gF50zr1MZxRIavb0dq,['spotify:playlist:7If6Dfy8OsyQAKPJfPPgNZ'],0.977,0.268,5.0,-11.749,0.0,0.0525,0.132,0.92,0.179,0.511,113.005,395162.0,4.0
spotify:track:26oHfWOpQWBW5id8TZ8E78,Timer,Roe Deers,spotify:track:26oHfWOpQWBW5id8TZ8E78,26oHfWOpQWBW5id8TZ8E78,"['spotify:playlist:7If6Dfy8OsyQAKPJfPPgNZ', 'spotify:playlist:0BAssw398217YM7dBHmMNY']",0.753,0.318,1.0,-12.326,1.0,0.124,0.462,0.905,0.0829,0.269,119.983,313250.0,4.0
spotify:track:7lyZiSDDVFlbuOir2R1m5T,Don't,"Damon Jee, Bonnie Spacey",spotify:track:7lyZiSDDVFlbuOir2R1m5T,7lyZiSDDVFlbuOir2R1m5T,"['spotify:playlist:7If6Dfy8OsyQAKPJfPPgNZ', 'spotify:playlist:3eH3lljVfOtTtyo3gdyPmN']",0.798,0.364,7.0,-10.384,1.0,0.105,0.000142,0.811,0.0568,0.725,124.005,358581.0,4.0
spotify:track:2E9ycbWAQOVir0Za0u1vBp,Tranquilo,You Man,spotify:track:2E9ycbWAQOVir0Za0u1vBp,2E9ycbWAQOVir0Za0u1vBp,['spotify:playlist:7If6Dfy8OsyQAKPJfPPgNZ'],0.771,0.895,7.0,-6.973,1.0,0.084,0.0334,0.687,0.0932,0.0396,113.996,294750.0,4.0
spotify:track:67NImHjgCswKowEhdKvlhO,Social Assassin - Iñigo Vontier & Dan Solo Remix,"Thomass Jackson, Iñigo Vontier,Dan Solo",spotify:track:67NImHjgCswKowEhdKvlhO,67NImHjgCswKowEhdKvlhO,['spotify:playlist:7If6Dfy8OsyQAKPJfPPgNZ'],0.809,0.694,6.0,-7.098,1.0,0.0452,0.00313,0.905,0.0788,0.386,113.005,425841.0,4.0
spotify:track:3soJu8jzJapxRHctvdcKfm,Voodoo Your Ex,Simple Symmetry,spotify:track:3soJu8jzJapxRHctvdcKfm,3soJu8jzJapxRHctvdcKfm,"['spotify:playlist:7If6Dfy8OsyQAKPJfPPgNZ', 'spotify:playlist:3eH3lljVfOtTtyo3gdyPmN']",0.721,0.769,9.0,-8.675,1.0,0.0486,0.00128,0.898,0.0917,0.034,117.007,436239.0,4.0
