,name,artists,uri,id,playlist_uris,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
spotify:track:5fu9WzCJm7cKoU0zUrCfi3,Jump (feat. Gizzle),"Lupe Fiasco, Gizzle",spotify:track:5fu9WzCJm7cKoU0zUrCfi3,5fu9WzCJm7cKoU0zUrCfi3,['spotify:playlist:3hBPg1F2vsLC9VhfAPsZSQ'],0.784,0.769,6.0,-5.508,0.0,0.233,0.0394,0.0,0.0909,0.96,151.106,274910.0,4.0
spotify:track:1ECQFdstX9Vfh7jeJH8Cq6,Agachate un Poquito,"José de Rico, Henry Mendez",spotify:track:1ECQFdstX9Vfh7jeJH8Cq6,1ECQFdstX9Vfh7jeJH8Cq6,['spotify:playlist:3hBPg1F2vsLC9VhfAPsZSQ'],0.93,0.851,6.0,-4.344,0.0,0.226,0.00434,0.0,0.0441,0.787,128.075,290625.0,4.0
spotify:track:5h40ovzXu7rF7Giwb9oXYy,Girls,Beastie Boys,spotify:track:5h40ovzXu7rF7Giwb9oXYy,5h40ovzXu7rF7Giwb9oXYy,['spotify:playlist:3hBPg1F2vsLC9VhfAPsZSQ'],0.873,0.808,0.0,-6.729,0.0,0.0466,0.777,0.0,0.357,0.933,139.676,132707.0,4.0
spotify:track:1xIxMz1sNQ4b6svH1GuTtF,Gimme the Loot - 2005 Remaster,The Notorious B.I.G.,spotify:track:1xIxMz1sNQ4b6svH1GuTtF,1xIxMz1sNQ4b6svH1GuTtF,['spotify:playlist:3hBPg1F2vsLC9VhfAPsZSQ'],0.721,0.662,7.0,-8.136,1.0,0.403,0.0888,0.0,0.178,0.68,94.191,285947.0,4.0
spotify:track:1klko8JI0wu2TnCSKyjEzR,Vale La Pena,Banda El Recodo,spotify:track:1klko8JI0wu2TnCSKyjEzR,1klko8JI0wu2TnCSKyjEzR,['spotify:playlist:3hBPg1F2vsLC9VhfAPsZSQ'],0.667,0.53,7.0,-6.374,1.0,0.0269,0.578,0.00591,0.104,0.723,126.949,167520.0,4.0
spotify:track:6p8NuHm8uCGnn2Dtbtf7zE,Slippery (feat. Gucci Mane),"Migos, Gucci Mane",spotify:track:6p8NuHm8uCGnn2Dtbtf7zE,6p8NuHm8uCGnn2Dtbtf7zE,['spotify:playlist:3hBPg1F2vsLC9VhfAPsZSQ'],0.92,0.675,1.0,-5.661,0.0,0.263,0.307,0.0,0.104,0.749,141.967,304041.0,4.0
spotify:track:60KWmDnLE9jB9dHVkhlu3P,Just Another Case,Cru,spotify:track:60KWmDnLE9jB9dHVkhlu3P,60KWmDnLE9jB9dHVkhlu3P,['spotify:playlist:3hBPg1F2vsLC9VhfAPsZSQ'],0.824,0.555,1.0,-10.309,1.0,0.166,0.114,8.47e-05,0.112,0.728,99.576,215640.0,4.0
spotify:track:51rXHuKN8Loc4sUlKPODgH,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock, Kendrick Lamar, Future, James Blake",spotify:track:51rXHuKN8Loc4sUlKPODgH,51rXHuKN8Loc4sUlKPODgH,['spotify:playlist:3hBPg1F2vsLC9VhfAPsZSQ'],0.645,0.705,1.0,-5.008,1.0,0.299,0.000813,0.0,0.128,0.376,137.133,229670.0,4.0
spotify:track:0vnzk4L0JyMODSqLp3pHwo,Virtual Diva,Don Omar,spotify:track:0vnzk4L0JyMODSqLp3pHwo,0vnzk4L0JyMODSqLp3pHwo,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.783,0.87,8.0,-4.657,0.0,0.0485,0.185,0.0,0.393,0.692,114.012,242733.0,4.0
spotify:track:4pRMuXVS6GXscFYnNQYMcp,Shake,Flavour,spotify:track:4pRMuXVS6GXscFYnNQYMcp,4pRMuXVS6GXscFYnNQYMcp,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.731,0.949,5.0,-3.571,1.0,0.224,0.262,0.0,0.575,0.955,125.043,236356.0,4.0
spotify:track:2nBml7hudpz3FgH09Lf7jb,Premier Gaou,"DJ Collins, Magic System",spotify:track:2nBml7hudpz3FgH09Lf7jb,2nBml7hudpz3FgH09Lf7jb,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.817,0.848,7.0,-7.791,0.0,0.114,0.0811,0.0,0.446,0.927,118.942,181493.0,4.0
spotify:track:3UIn5t7o6zz1vdJJfeb9Yh,Moziki,Staff Benda Bilili,spotify:track:3UIn5t7o6zz1vdJJfeb9Yh,3UIn5t7o6zz1vdJJfeb9Yh,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.692,0.885,10.0,-7.371,0.0,0.127,0.0974,0.00159,0.442,0.931,125.154,295653.0,4.0
spotify:track:3tm3GG9BBOYhUzKWlS6A74,Vivir Mi Vida,Marc Anthony,spotify:track:3tm3GG9BBOYhUzKWlS6A74,3tm3GG9BBOYhUzKWlS6A74,"['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh', 'spotify:playlist:4t64Ah1H7zemnlN017eg60', 'spotify:playlist:3RjVgQztU1Hg8P4eWpfo6X', 'spotify:playlist:3edg5bJesqA8iSitSomqjQ']",0.65,0.879,8.0,-3.176,1.0,0.0328,0.324,0.0,0.376,0.899,105.015,251160.0,4.0
spotify:track:4kmE1PtvaPTK00AKCpN19V,Love My Baby,Wizkid,spotify:track:4kmE1PtvaPTK00AKCpN19V,4kmE1PtvaPTK00AKCpN19V,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.746,0.841,4.0,-5.282,1.0,0.215,0.301,0.0,0.412,0.707,121.043,246828.0,4.0
spotify:track:6nEH8VwvfbKhvLMUJtDeju,Que Viva la Vida (feat. Michel Teló),"Wisin, Michel Teló",spotify:track:6nEH8VwvfbKhvLMUJtDeju,6nEH8VwvfbKhvLMUJtDeju,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.545,0.919,0.0,-3.215,1.0,0.154,0.172,0.0,0.345,0.699,129.845,202667.0,4.0
spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),"Shakira, Wyclef Jean",spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,3ZFTkvIE7kyPt6Nu3PEa7V,"['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh', 'spotify:playlist:3z1hMUl3VqmOEgRJV0MKWb', 'spotify:playlist:4t64Ah1H7zemnlN017eg60', 'spotify:playlist:3RjVgQztU1Hg8P4eWpfo6X']",0.778,0.824,10.0,-5.892,0.0,0.0707,0.284,0.0,0.405,0.758,100.024,218093.0,4.0
spotify:track:05PIJWWaYGCF4cMk5sHQPR,"La Chica De Humo - En Vivo Desde Auditorio Nacional, México/ 2007",Emmanuel,spotify:track:05PIJWWaYGCF4cMk5sHQPR,05PIJWWaYGCF4cMk5sHQPR,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.666,0.912,7.0,-5.342,1.0,0.062,0.0839,6.57e-05,0.67,0.647,101.902,338107.0,4.0
spotify:track:7joPImDLrfQzc8pB8xMWRz,Ray of Love,Tune In Tokyo,spotify:track:7joPImDLrfQzc8pB8xMWRz,7joPImDLrfQzc8pB8xMWRz,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.587,0.808,5.0,-4.138,0.0,0.0357,0.00279,0.0053,0.553,0.633,128.013,210758.0,4.0
spotify:track:3Xu5Ifi1CuaoEJeUTFAh5r,Everything Scatter,Fela Kuti,spotify:track:3Xu5Ifi1CuaoEJeUTFAh5r,3Xu5Ifi1CuaoEJeUTFAh5r,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.718,0.774,1.0,-8.736,1.0,0.099,0.132,0.0872,0.393,0.902,116.164,631554.0,4.0
spotify:track:0dHMhpJYDrKOeHMyCeL9yn,Plaintain Bay,Timaya,spotify:track:0dHMhpJYDrKOeHMyCeL9yn,0dHMhpJYDrKOeHMyCeL9yn,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.649,0.781,10.0,-9.976,0.0,0.327,0.23,0.0,0.372,0.962,110.016,234280.0,4.0
spotify:track:4178A5NkEjcsGc64jpBO6d,Calypso,"Luis Fonsi, Stefflon Don",spotify:track:4178A5NkEjcsGc64jpBO6d,4178A5NkEjcsGc64jpBO6d,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.866,0.859,1.0,-3.087,0.0,0.0587,0.138,0.0,0.401,0.923,109.972,200347.0,4.0
spotify:track:63EzbC00mdZurdZzRcO4w3,Noviembre Sin Ti,Reik,spotify:track:63EzbC00mdZurdZzRcO4w3,63EzbC00mdZurdZzRcO4w3,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.755,0.791,0.0,-5.762,1.0,0.0316,0.0175,0.0,0.374,0.727,133.981,203227.0,4.0
spotify:track:5RZjFZlVueABNbYgojv02J,Ten Over Ten,Naeto C,spotify:track:5RZjFZlVueABNbYgojv02J,5RZjFZlVueABNbYgojv02J,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.742,0.965,5.0,-5.437,1.0,0.0772,0.0108,0.0464,0.361,0.933,118.026,225907.0,4.0
spotify:track:3eCuEXYF3VnbTDHaztfUAv,La Diabla,Romeo Santos,spotify:track:3eCuEXYF3VnbTDHaztfUAv,3eCuEXYF3VnbTDHaztfUAv,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.859,0.747,0.0,-4.176,1.0,0.0636,0.46,1.09e-06,0.342,0.882,124.985,239027.0,4.0
spotify:track:02oEsDGI2yAH8mffONoMfl,Lovumba,Daddy Yankee,spotify:track:02oEsDGI2yAH8mffONoMfl,02oEsDGI2yAH8mffONoMfl,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.731,0.929,11.0,-4.773,0.0,0.0569,0.0372,0.0,0.329,0.93,121.01,220292.0,4.0
spotify:track:4xbgqycGsPQhg5ESZs8Shq,Ragga runt,Eddie Meduza,spotify:track:4xbgqycGsPQhg5ESZs8Shq,4xbgqycGsPQhg5ESZs8Shq,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.692,0.936,4.0,-4.256,1.0,0.0922,0.471,1.98e-06,0.345,0.886,138.061,183173.0,4.0
spotify:track:7EdSK9nLBY2RgbJ7g22s4z,¿Y Todo Para Qué?,Intocable,spotify:track:7EdSK9nLBY2RgbJ7g22s4z,7EdSK9nLBY2RgbJ7g22s4z,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.691,0.638,0.0,-7.799,1.0,0.0276,0.306,5.42e-05,0.321,0.774,102.84,190933.0,4.0
spotify:track:2Bhmj4XK33InfhqKPxcJ1v,Dile al Amor,Aventura,spotify:track:2Bhmj4XK33InfhqKPxcJ1v,2Bhmj4XK33InfhqKPxcJ1v,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.825,0.605,11.0,-9.71,1.0,0.0376,0.0764,0.0,0.314,0.944,124.005,229360.0,4.0
spotify:track:6bcdiJvYNX115yvbh3wASz,Cancioncitas de Amor,Romeo Santos,spotify:track:6bcdiJvYNX115yvbh3wASz,6bcdiJvYNX115yvbh3wASz,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.783,0.781,4.0,-3.079,1.0,0.0419,0.574,0.0,0.323,0.771,125.9,237093.0,4.0
spotify:track:1naJAcUboo4EXg8B04Evn1,Pasarela,Daddy Yankee,spotify:track:1naJAcUboo4EXg8B04Evn1,1naJAcUboo4EXg8B04Evn1,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.836,0.892,9.0,-4.486,1.0,0.0473,0.11,0.0,0.32,0.735,121.053,194561.0,4.0
spotify:track:2cWdhA4ZDBvYuHRKKIPT3k,The Matter (feat. Wizkid),"Maleek Berry, Wizkid",spotify:track:2cWdhA4ZDBvYuHRKKIPT3k,2cWdhA4ZDBvYuHRKKIPT3k,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.697,0.841,2.0,-6.782,1.0,0.271,0.224,0.0,0.336,0.808,103.07,198058.0,4.0
spotify:track:4qPnE8jBZN3wmgGxspsOcP,Boneless,"Steve Aoki, Chris Lake, Tujamo",spotify:track:4qPnE8jBZN3wmgGxspsOcP,4qPnE8jBZN3wmgGxspsOcP,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.743,0.962,11.0,-3.205,0.0,0.0629,0.00445,0.613,0.352,0.643,127.99,270000.0,4.0
spotify:track:3kIKWXjCRXQwhyCxRsyy3B,5 and 6,Naeto C,spotify:track:3kIKWXjCRXQwhyCxRsyy3B,3kIKWXjCRXQwhyCxRsyy3B,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.66,0.894,0.0,-4.421,1.0,0.0462,0.12,0.00029,0.292,0.889,125.067,249678.0,4.0
spotify:track:1SV8vGscmm8g83FFSu948l,Ole Buruku,P-Square,spotify:track:1SV8vGscmm8g83FFSu948l,1SV8vGscmm8g83FFSu948l,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.744,0.81,9.0,-5.662,1.0,0.0482,0.451,5.75e-05,0.325,0.865,126.636,243853.0,5.0
spotify:track:1lcaG7worZLgdGuniOfGje,Fruta Fresca,Carlos Vives,spotify:track:1lcaG7worZLgdGuniOfGje,1lcaG7worZLgdGuniOfGje,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.515,0.878,9.0,-8.846,0.0,0.149,0.226,0.0,0.316,0.732,119.974,233093.0,4.0
spotify:track:2awKQgW88iq9jFM54VaCAp,El Sol No Regresa,La Quinta Estacion,spotify:track:2awKQgW88iq9jFM54VaCAp,2awKQgW88iq9jFM54VaCAp,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.615,0.878,3.0,-4.056,1.0,0.035,0.052,1.16e-06,0.326,0.721,127.905,228560.0,4.0
spotify:track:5YgyvTZmdkIfFOnj8ri8mZ,Pakurumo,Wizkid,spotify:track:5YgyvTZmdkIfFOnj8ri8mZ,5YgyvTZmdkIfFOnj8ri8mZ,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.879,0.737,2.0,-5.412,1.0,0.0421,0.525,0.00576,0.268,0.967,119.99,212006.0,4.0
spotify:track:3Uf2bjapELrAhKFvb8WHDs,Inspector Norse,Todd Terje,spotify:track:3Uf2bjapELrAhKFvb8WHDs,3Uf2bjapELrAhKFvb8WHDs,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.912,0.781,7.0,-7.018,0.0,0.0444,0.074,0.762,0.348,0.89,119.978,400751.0,4.0
spotify:track:0yp6jw6F0LNnjbxLejWaPK,La Vida Es Un Carnaval,Celia Cruz,spotify:track:0yp6jw6F0LNnjbxLejWaPK,0yp6jw6F0LNnjbxLejWaPK,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.817,0.76,0.0,-5.06,0.0,0.0594,0.483,0.00215,0.312,0.849,104.014,276040.0,4.0
spotify:track:3FeMpPPhGRKieT8zmlJDQz,Bailando por el Mundo (feat. Pitbull & El Cata),"Juan Magán, Pitbull, El Cata",spotify:track:3FeMpPPhGRKieT8zmlJDQz,3FeMpPPhGRKieT8zmlJDQz,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.698,0.865,4.0,-4.083,0.0,0.0418,0.0316,0.0,0.307,0.969,130.004,195240.0,4.0
spotify:track:3bm05gBRMloCF4BV4p8m19,Un Gaou A Oran,Magic System,spotify:track:3bm05gBRMloCF4BV4p8m19,3bm05gBRMloCF4BV4p8m19,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.844,0.958,6.0,-3.332,1.0,0.0887,0.0206,9.52e-06,0.257,0.927,127.971,210627.0,4.0
spotify:track:32lexhcz93AinKK0qLTZaZ,Ni Gucci Ni Prada,Kenny Man,spotify:track:32lexhcz93AinKK0qLTZaZ,32lexhcz93AinKK0qLTZaZ,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.799,0.676,2.0,-5.644,1.0,0.169,0.41,0.000777,0.325,0.91,104.956,175200.0,4.0
spotify:track:5tC5KBeZZ6CfdI60mHexpC,Shakara (Oloje),Fela Kuti,spotify:track:5tC5KBeZZ6CfdI60mHexpC,5tC5KBeZZ6CfdI60mHexpC,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.658,0.689,1.0,-7.436,1.0,0.0425,0.249,0.0489,0.253,0.618,119.429,806587.0,4.0
spotify:track:7vRl1b2bJogXJ5pJyP70iz,Djama,Amadou & Mariam,spotify:track:7vRl1b2bJogXJ5pJyP70iz,7vRl1b2bJogXJ5pJyP70iz,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.786,0.876,11.0,-6.032,0.0,0.0445,0.0773,5.56e-06,0.38,0.879,127.94,195240.0,4.0
spotify:track:1mcndjBiw6NDXSOEzqrq0X,Que Tengo Que Hacer,Daddy Yankee,spotify:track:1mcndjBiw6NDXSOEzqrq0X,1mcndjBiw6NDXSOEzqrq0X,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.781,0.894,10.0,-3.807,0.0,0.0735,0.0914,5.18e-05,0.301,0.951,107.992,218227.0,4.0
spotify:track:46HdsiK0uR26B2dY9QPzda,Deja vu,"Prince Royce, Shakira",spotify:track:46HdsiK0uR26B2dY9QPzda,46HdsiK0uR26B2dY9QPzda,"['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh', 'spotify:playlist:7hzMyOxPNDETExo1nkbC6X', 'spotify:playlist:2dgx5aMvHFcghlMFjQpUXa', 'spotify:playlist:0NEldLBU58R3f7IIk3yxg2', 'spotify:playlist:1jYUOCyxxyMkiG6933PKuS']",0.732,0.801,9.0,-3.859,1.0,0.0327,0.39,0.0,0.31,0.824,123.981,196480.0,4.0
spotify:track:7flNdUykV5LYDRv8wQDbsx,Pa Dentro,Juanes,spotify:track:7flNdUykV5LYDRv8wQDbsx,7flNdUykV5LYDRv8wQDbsx,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.558,0.851,9.0,-4.12,0.0,0.242,0.484,0.00787,0.31,0.704,126.399,195533.0,5.0
spotify:track:3LZMPBsDMfp9Z2bO60Gm8a,Azonto,Wizkid,spotify:track:3LZMPBsDMfp9Z2bO60Gm8a,3LZMPBsDMfp9Z2bO60Gm8a,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.634,0.916,7.0,-5.83,1.0,0.0534,0.537,0.0,0.229,0.666,130.059,170808.0,4.0
spotify:track:71GvlH0VdeClloLIkHrAVu,Diamonds on the Soles of Her Shoes,Paul Simon,spotify:track:71GvlH0VdeClloLIkHrAVu,71GvlH0VdeClloLIkHrAVu,"['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh', 'spotify:playlist:1x9QhuTnxWwkGB02wVmQJs', 'spotify:playlist:3J2W6s0Y0qHsH4BdDGEilY', 'spotify:playlist:2qcTrDcxaeRPYWN5rZUk7J']",0.791,0.677,5.0,-9.724,1.0,0.0356,0.776,0.00121,0.224,0.876,110.64,349280.0,4.0
spotify:track:7qPVJBJmsMRs6RwMffZgnr,Chop My Money (I Don't Care) [feat. Mayd],P-Square,spotify:track:7qPVJBJmsMRs6RwMffZgnr,7qPVJBJmsMRs6RwMffZgnr,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.82,0.846,5.0,-3.731,0.0,0.0871,0.0901,0.0,0.216,0.872,127.022,272093.0,4.0
spotify:track:70iXrOETHNdFJpEikr4h2C,Ave María,David Bisbal,spotify:track:70iXrOETHNdFJpEikr4h2C,70iXrOETHNdFJpEikr4h2C,"['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh', 'spotify:playlist:4t64Ah1H7zemnlN017eg60', 'spotify:playlist:3RjVgQztU1Hg8P4eWpfo6X']",0.731,0.932,3.0,-4.452,1.0,0.0699,0.129,0.0,0.278,0.812,132.042,211707.0,4.0
spotify:track:7wXUZcYF2GlAjat2UrO5cz,Sunday Arak,Balkan Beat Box,spotify:track:7wXUZcYF2GlAjat2UrO5cz,7wXUZcYF2GlAjat2UrO5cz,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.833,0.841,6.0,-6.724,0.0,0.0533,0.0397,0.239,0.542,0.916,100.013,307693.0,4.0
spotify:track:5ISbI7uonHP3Qx6OloertA,Mentiras,Los Amigos Invisibles,spotify:track:5ISbI7uonHP3Qx6OloertA,5ISbI7uonHP3Qx6OloertA,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.736,0.849,9.0,-4.061,1.0,0.03,0.00893,0.0,0.261,0.894,124.96,201400.0,4.0
spotify:track:5SNmkq6aUSZsinDvR440YP,Ambiance à l'africaine,Magic System,spotify:track:5SNmkq6aUSZsinDvR440YP,5SNmkq6aUSZsinDvR440YP,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.851,0.773,9.0,-5.159,0.0,0.263,0.192,0.0,0.214,0.734,131.559,183573.0,4.0
spotify:track:6wAEW6P0AFUaVbp0gh8tfy,Rirongere,Oliver Mtukudzi,spotify:track:6wAEW6P0AFUaVbp0gh8tfy,6wAEW6P0AFUaVbp0gh8tfy,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.815,0.949,1.0,-7.455,0.0,0.0361,0.617,0.0101,0.207,0.944,129.622,219467.0,4.0
spotify:track:7Apo6o7oxgFyXaSmdx6NHN,Si Te Vas,Shakira,spotify:track:7Apo6o7oxgFyXaSmdx6NHN,7Apo6o7oxgFyXaSmdx6NHN,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.677,0.897,2.0,-5.458,1.0,0.0393,0.0431,0.0,0.264,0.828,107.78,210267.0,4.0
spotify:track:0VamAmertqIxKM5axPSkCy,Bailando por Ahi,Juan Magán,spotify:track:0VamAmertqIxKM5axPSkCy,0VamAmertqIxKM5axPSkCy,"['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh', 'spotify:playlist:4Jl9B5nP8HGKSd36dSBGrO', 'spotify:playlist:3GdEaac7ZxFsVUibdcdCBm', 'spotify:playlist:5Y66qEbKOTE8CGkCQv9oaq']",0.73,0.732,4.0,-5.167,0.0,0.051,0.0427,2.22e-06,0.262,0.974,129.974,180453.0,4.0
spotify:track:0bdL8X3MrX51dRz231BFtv,Moviendo Caderas (feat. Daddy Yankee),"Yandel, Daddy Yankee",spotify:track:0bdL8X3MrX51dRz231BFtv,0bdL8X3MrX51dRz231BFtv,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.687,0.907,0.0,-5.917,1.0,0.0341,0.00105,0.000149,0.26,0.661,127.971,199027.0,4.0
spotify:track:6yWUeZGPO7wels6n1VKYhX,Niña Bonita,Chino & Nacho,spotify:track:6yWUeZGPO7wels6n1VKYhX,6yWUeZGPO7wels6n1VKYhX,"['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh', 'spotify:playlist:4Jl9B5nP8HGKSd36dSBGrO', 'spotify:playlist:3GdEaac7ZxFsVUibdcdCBm', 'spotify:playlist:5Y66qEbKOTE8CGkCQv9oaq']",0.674,0.924,9.0,-4.879,1.0,0.114,0.287,0.0,0.256,0.644,120.069,217480.0,4.0
spotify:track:5ozIJrlaCAf3g8MMyot483,After the Moment,Craft Spells,spotify:track:5ozIJrlaCAf3g8MMyot483,5ozIJrlaCAf3g8MMyot483,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.609,0.874,9.0,-3.889,1.0,0.0293,0.0263,4.99e-05,0.328,0.744,112.011,240608.0,4.0
spotify:track:2bNrvWD9d5Zn9tS8XvcaMk,I Could Be The One (Avicii Vs. Nicky Romero) - Nicktim / Radio Edit,"Avicii, Nicky Romero",spotify:track:2bNrvWD9d5Zn9tS8XvcaMk,2bNrvWD9d5Zn9tS8XvcaMk,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.509,0.79,6.0,-3.782,0.0,0.0374,0.332,6.67e-05,0.316,0.638,127.946,208316.0,4.0
spotify:track:6k2AsDKvvip54F59DIn1Mv,Se Me Olvidó Otra Vez - Unplugged,Maná,spotify:track:6k2AsDKvvip54F59DIn1Mv,6k2AsDKvvip54F59DIn1Mv,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.695,0.927,9.0,-4.855,1.0,0.0524,0.311,0.0,0.954,0.826,103.188,222261.0,4.0
spotify:track:0F65Zx4VkfcdOO3Qvmv2N4,Nwa Baby Ashawo - Remix,Flavour,spotify:track:0F65Zx4VkfcdOO3Qvmv2N4,0F65Zx4VkfcdOO3Qvmv2N4,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.755,0.86,1.0,-8.876,1.0,0.071,0.131,0.267,0.205,0.963,100.615,259307.0,4.0
spotify:track:4BBieNFNCCv70oHXk9zpNv,Malembe,"Fally Ipupa, Mokobé",spotify:track:4BBieNFNCCv70oHXk9zpNv,4BBieNFNCCv70oHXk9zpNv,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.745,0.793,7.0,-7.021,1.0,0.119,0.0861,2.97e-05,0.198,0.721,127.04,295627.0,4.0
spotify:track:3TY1PFZXmYeiLcXygB74My,"Suerte (Whenever, Wherever)",Shakira,spotify:track:3TY1PFZXmYeiLcXygB74My,3TY1PFZXmYeiLcXygB74My,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.768,0.845,1.0,-4.767,0.0,0.0337,0.179,0.0,0.209,0.891,108.977,194107.0,4.0
spotify:track:5a39V8NZADQeq7yxRJ8H7l,Sitya Loss,Eddy Kenzo,spotify:track:5a39V8NZADQeq7yxRJ8H7l,5a39V8NZADQeq7yxRJ8H7l,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.799,0.887,7.0,-4.358,1.0,0.14,0.0235,0.0,0.196,0.953,120.022,248477.0,4.0
spotify:track:20FhPc73ZxP5jGXCsbPTgD,Dissan Na M'bera,Super Mama Djombo,spotify:track:20FhPc73ZxP5jGXCsbPTgD,20FhPc73ZxP5jGXCsbPTgD,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.628,0.757,10.0,-8.141,0.0,0.0389,0.345,0.318,0.194,0.971,109.514,313480.0,4.0
spotify:track:6I86RF3odBlcuZA9Vfjzeq,Eres Mía,Romeo Santos,spotify:track:6I86RF3odBlcuZA9Vfjzeq,6I86RF3odBlcuZA9Vfjzeq,"['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh', 'spotify:playlist:2dgx5aMvHFcghlMFjQpUXa', 'spotify:playlist:0NEldLBU58R3f7IIk3yxg2', 'spotify:playlist:1jYUOCyxxyMkiG6933PKuS']",0.843,0.729,6.0,-3.634,0.0,0.0374,0.401,1.2e-06,0.206,0.903,123.046,250640.0,4.0
spotify:track:0WZqP2WahJbKURqUK3fBPk,Eternamente Bella,Alejandra Guzman,spotify:track:0WZqP2WahJbKURqUK3fBPk,0WZqP2WahJbKURqUK3fBPk,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.748,0.832,0.0,-7.526,1.0,0.0272,0.167,6.7e-05,0.26,0.969,114.119,206947.0,4.0
spotify:track:3zIrSBnOU4SvUrQyIbsd2Q,Cochon Ville,Sébastien Tellier,spotify:track:3zIrSBnOU4SvUrQyIbsd2Q,3zIrSBnOU4SvUrQyIbsd2Q,['spotify:playlist:5jRiMzEDVYGRhjWT6fdfWh'],0.638,0.74,7.0,-5.605,0.0,0.073,0.000113,0.431,0.296,0.752,115.003,189707.0,4.0
